TF	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
TGIF2	-1.185	8.821e-01	-2.641	0.406	0.800	9.639e-01
GREB1	-3.156	9.992e-01	-0.640	0.367	0.800	9.641e-01
SETX	-0.913	8.193e-01	-2.696	0.391	0.801	9.645e-01
NELFE	-5.930	1.000e+00	-2.164	0.437	0.802	9.649e-01
ZNF24	-2.230	9.871e-01	-2.099	0.423	0.802	9.649e-01
E2F8	-1.201	8.852e-01	-2.050	0.372	0.802	9.651e-01
ZNF260	-1.261	8.964e-01	-1.974	0.367	0.803	9.656e-01
ZNF83	-1.497	9.329e-01	-2.179	0.402	0.803	9.658e-01
MIER1	-1.511	9.346e-01	-1.996	0.389	0.806	9.671e-01
FXR1	-1.210	8.869e-01	-2.049	0.371	0.806	9.671e-01
ZNF740	-1.427	9.232e-01	-2.284	0.404	0.808	9.680e-01
THAP1	-1.056	8.544e-01	-2.284	0.383	0.808	9.680e-01
ZNF239	-1.650	9.505e-01	-1.762	0.381	0.809	9.686e-01
ZNF414	-1.093	8.629e-01	-3.339	0.406	0.809	9.686e-01
ZSCAN2	-1.573	9.422e-01	-1.512	0.322	0.810	9.689e-01
WT1	-1.126	8.699e-01	-2.681	0.398	0.812	9.700e-01
RARG	-2.031	9.789e-01	-1.630	0.384	0.812	9.701e-01
CBX4	-0.907	8.178e-01	-3.368	0.391	0.812	9.703e-01
MBTD1	-1.043	8.514e-01	-2.406	0.384	0.814	9.711e-01
ZNF501	-1.122	8.691e-01	-3.435	0.404	0.817	9.723e-01
DLX1	-1.276	8.991e-01	-2.078	0.366	0.819	9.731e-01
FOXD2	-1.226	8.900e-01	-2.159	0.370	0.819	9.734e-01
MYCN	-2.725	9.968e-01	-2.333	0.429	0.820	9.736e-01
TAF7	-2.486	9.935e-01	-2.275	0.425	0.820	9.736e-01
HINFP	-1.575	9.423e-01	-2.163	0.393	0.820	9.737e-01
NCOA1	-1.694	9.549e-01	-1.836	0.378	0.820	9.739e-01
SP3	-1.186	8.822e-01	-2.877	0.399	0.821	9.741e-01
SREBF2	-1.363	9.135e-01	-1.987	0.356	0.821	9.742e-01
HCFC1	-3.205	9.993e-01	-2.235	0.425	0.821	9.744e-01
KLF3	-1.456	9.274e-01	-1.831	0.343	0.821	9.744e-01
KLF9	-1.759	9.607e-01	-2.475	0.419	0.822	9.745e-01
ZNF695	-0.968	8.334e-01	-2.984	0.388	0.822	9.748e-01
FOXJ2	-1.606	9.458e-01	-1.981	0.380	0.823	9.750e-01
ZNF350	-1.202	8.853e-01	-2.253	0.372	0.824	9.754e-01
HJURP	-1.575	9.424e-01	-1.692	0.322	0.826	9.762e-01
CDC5L	-1.841	9.672e-01	-1.692	0.366	0.826	9.762e-01
ZFP69B	-1.205	8.859e-01	-3.366	0.402	0.826	9.763e-01
KLF11	-1.494	9.324e-01	-2.861	0.411	0.827	9.768e-01
MCM7	-2.543	9.945e-01	-1.255	0.355	0.828	9.771e-01
MBOAT4	-1.139	8.726e-01	-2.372	0.377	0.829	9.773e-01
SMAD5	-1.837	9.669e-01	-1.867	0.379	0.829	9.775e-01
ZNF518A	-1.328	9.079e-01	-2.600	0.396	0.829	9.776e-01
BARX1	-1.409	9.205e-01	-2.013	0.351	0.831	9.783e-01
RAC3	-1.523	9.361e-01	-1.867	0.332	0.833	9.789e-01
MCRS1	-1.216	8.881e-01	-2.287	0.371	0.833	9.790e-01
GTF2E2	-1.381	9.164e-01	-2.076	0.354	0.834	9.793e-01
YBX3	-1.958	9.749e-01	-1.690	0.361	0.835	9.797e-01
ZNF580	-1.285	9.006e-01	-2.756	0.392	0.836	9.801e-01
INSM2	-1.311	9.052e-01	-2.720	0.392	0.837	9.805e-01
FGFR1	-1.525	9.364e-01	-2.624	0.400	0.839	9.812e-01
NCAPG	-2.677	9.963e-01	-1.713	0.379	0.842	9.822e-01
SIX5	-2.886	9.980e-01	-2.095	0.405	0.842	9.823e-01
GTF2B	-4.135	1.000e+00	-2.079	0.410	0.843	9.826e-01
PPARGC1A	-1.331	9.084e-01	-2.236	0.360	0.844	9.828e-01
MCM3	-1.925	9.729e-01	-1.769	0.360	0.844	9.829e-01
MYNN	-2.086	9.815e-01	-2.930	0.422	0.844	9.831e-01
KAT8	-2.189	9.857e-01	-1.958	0.384	0.844	9.831e-01
CSDE1	-2.300	9.893e-01	-1.951	0.387	0.845	9.832e-01
NPAT	-1.280	8.996e-01	-2.318	0.365	0.845	9.834e-01
SNAPC1	-1.716	9.570e-01	-1.676	0.249	0.845	9.834e-01
ZNF623	-1.408	9.204e-01	-2.690	0.389	0.849	9.845e-01
HBP1	-1.436	9.245e-01	-2.674	0.391	0.850	9.848e-01
ZNF280D	-1.407	9.203e-01	-2.663	0.387	0.851	9.851e-01
NFAT5	-1.553	9.397e-01	-2.028	0.326	0.853	9.857e-01
PHF8	-4.013	1.000e+00	-2.211	0.409	0.854	9.860e-01
CASP8AP2	-1.570	9.418e-01	-2.024	0.322	0.854	9.860e-01
PATZ1	-1.608	9.461e-01	-3.070	0.403	0.856	9.864e-01
CSNK2A1	-1.428	9.233e-01	-2.218	0.348	0.856	9.864e-01
ZBTB11	-3.071	9.989e-01	-2.392	0.415	0.856	9.865e-01
GMEB1	-1.730	9.582e-01	-1.757	0.202	0.856	9.865e-01
RBL2	-3.584	9.998e-01	-2.035	0.396	0.858	9.870e-01
ZNF131	-1.716	9.569e-01	-1.824	0.250	0.858	9.870e-01
ELF2	-1.728	9.580e-01	-1.811	0.212	0.858	9.871e-01
NFYA	-3.152	9.992e-01	-2.143	0.400	0.858	9.872e-01
COPS2	-1.365	9.139e-01	-2.327	0.356	0.859	9.873e-01
ZNF18	-1.919	9.725e-01	-2.870	0.411	0.860	9.875e-01
ZBTB1	-1.598	9.450e-01	-2.526	0.387	0.860	9.876e-01
ZNF574	-1.205	8.859e-01	-3.055	0.372	0.860	9.877e-01
FOXK2	-3.146	9.992e-01	-2.112	0.396	0.861	9.880e-01
BARX2	-1.712	9.566e-01	-1.868	0.254	0.862	9.881e-01
RBCK1	-1.675	9.530e-01	-1.963	0.287	0.862	9.882e-01
OGT	-2.537	9.944e-01	-2.302	0.405	0.863	9.884e-01
EMSY	-1.688	9.543e-01	-1.939	0.277	0.863	9.884e-01
KLF17	-1.410	9.208e-01	-3.437	0.389	0.863	9.885e-01
RUVBL1	-1.509	9.343e-01	-2.214	0.334	0.863	9.885e-01
NFYC	-1.634	9.489e-01	-2.032	0.304	0.863	9.885e-01
ARNTL	-2.376	9.912e-01	-2.063	0.385	0.864	9.887e-01
DIDO1	-1.957	9.748e-01	-2.013	0.363	0.864	9.887e-01
NELFA	-4.772	1.000e+00	-2.056	0.393	0.866	9.893e-01
DEAF1	-1.563	9.410e-01	-2.143	0.324	0.867	9.893e-01
HOXA1	-1.666	9.521e-01	-2.009	0.291	0.867	9.895e-01
ZNF75A	-1.711	9.565e-01	-1.966	0.255	0.868	9.896e-01
TDRD3	-1.646	9.501e-01	-2.039	0.300	0.868	9.898e-01
ELL2	-3.852	9.999e-01	-2.287	0.406	0.869	9.899e-01
ZNF341	-1.645	9.500e-01	-3.117	0.396	0.870	9.900e-01
PTPN11	-1.368	9.143e-01	-2.508	0.356	0.870	9.900e-01
RBP2	-1.692	9.547e-01	-1.978	0.273	0.870	9.900e-01
ZNF592	-2.143	9.839e-01	-1.899	0.335	0.870	9.902e-01
MXD3	-1.681	9.536e-01	-2.013	0.282	0.871	9.903e-01
ZNF76	-2.367	9.910e-01	-2.826	0.413	0.872	9.905e-01
KRAB	-2.943	9.984e-01	-2.065	0.382	0.874	9.909e-01
KDM4B	-1.801	9.642e-01	-2.337	0.381	0.875	9.911e-01
TRRAP	-1.904	9.715e-01	-2.204	0.371	0.875	9.912e-01
ASCL2	-1.451	9.266e-01	-2.375	0.344	0.876	9.914e-01
HDAC8	-2.285	9.888e-01	-2.078	0.372	0.876	9.915e-01
NFRKB	-2.102	9.822e-01	-1.992	0.345	0.876	9.915e-01
ZBTB10	-1.643	9.498e-01	-2.128	0.301	0.878	9.918e-01
RFX2	-1.572	9.420e-01	-2.240	0.322	0.878	9.919e-01
ZNF423	-1.613	9.466e-01	-2.766	0.382	0.879	9.920e-01
VEZF1	-1.889	9.706e-01	-2.310	0.378	0.881	9.924e-01
ZNF346	-1.512	9.347e-01	-3.553	0.383	0.881	9.924e-01
TET1	-1.426	9.231e-01	-2.640	0.348	0.882	9.926e-01
ARNT2	-1.552	9.396e-01	-2.293	0.326	0.883	9.927e-01
CCDC101	-2.043	9.795e-01	-2.159	0.361	0.884	9.929e-01
ZBTB7B	-1.631	9.485e-01	-2.232	0.305	0.884	9.930e-01
RFX1	-3.409	9.997e-01	-2.420	0.403	0.884	9.930e-01
NKRF	-1.992	9.768e-01	-2.271	0.372	0.885	9.932e-01
SP2	-2.466	9.932e-01	-2.715	0.404	0.885	9.932e-01
ATOH1	-1.535	9.376e-01	-2.356	0.329	0.886	9.933e-01
FEV	-1.636	9.491e-01	-2.241	0.304	0.887	9.935e-01
PRDM2	-1.611	9.464e-01	-2.903	0.378	0.888	9.937e-01
AGO2	-1.486	9.313e-01	-2.583	0.338	0.889	9.938e-01
DDX21	-2.087	9.816e-01	-2.108	0.344	0.889	9.938e-01
ELK4	-3.162	9.992e-01	-1.977	0.351	0.889	9.939e-01
KDM3A	-1.861	9.686e-01	-2.338	0.369	0.889	9.939e-01
EPC1	-2.373	9.912e-01	-1.923	0.303	0.890	9.940e-01
KLF13	-2.047	9.797e-01	-2.220	0.357	0.891	9.942e-01
MNT	-2.226	9.870e-01	-2.277	0.377	0.892	9.944e-01
MEN1	-2.101	9.822e-01	-2.113	0.340	0.892	9.944e-01
WDHD1	-1.903	9.715e-01	-2.273	0.359	0.892	9.944e-01
GMEB2	-2.336	9.902e-01	-1.977	0.316	0.893	9.944e-01
ZNF71	-1.794	9.636e-01	-3.087	0.386	0.895	9.949e-01
OVOL3	-1.903	9.715e-01	-2.355	0.365	0.897	9.950e-01
ZNF391	-1.739	9.590e-01	-3.108	0.381	0.899	9.954e-01
ZNF641	-1.872	9.694e-01	-2.452	0.364	0.901	9.956e-01
ZNF792	-1.674	9.529e-01	-3.124	0.375	0.901	9.956e-01
ZSCAN5A	-1.833	9.666e-01	-2.640	0.369	0.901	9.956e-01
CPSF3L	-2.483	9.935e-01	-2.330	0.379	0.902	9.957e-01
ZNF324	-1.932	9.733e-01	-3.330	0.387	0.904	9.960e-01
ZSCAN23	-1.777	9.622e-01	-2.914	0.375	0.905	9.962e-01
ZNF281	-1.528	9.368e-01	-2.856	0.330	0.905	9.962e-01
THAP11	-1.545	9.388e-01	-2.787	0.328	0.906	9.962e-01
KLF10	-2.191	9.858e-01	-2.258	0.348	0.906	9.962e-01
KDM5A	-3.396	9.997e-01	-1.967	0.287	0.906	9.963e-01
DCP1A	-2.212	9.865e-01	-2.230	0.337	0.908	9.965e-01
ZNF264	-2.208	9.864e-01	-2.708	0.382	0.908	9.965e-01
ZSCAN22	-2.225	9.870e-01	-2.550	0.376	0.910	9.967e-01
GLI4	-1.885	9.703e-01	-2.652	0.362	0.910	9.967e-01
KLF7	-1.864	9.688e-01	-3.038	0.368	0.916	9.973e-01
POU3F2	-2.343	9.904e-01	-2.181	0.296	0.918	9.975e-01
TAFII	-2.257	9.880e-01	-2.281	0.330	0.919	9.976e-01
EP400	-1.619	9.472e-01	-2.978	0.310	0.920	9.977e-01
ZNF687	-2.088	9.816e-01	-2.469	0.341	0.921	9.978e-01
XRN2	-4.184	1.000e+00	-2.562	0.383	0.923	9.979e-01
U2AF1	-3.079	9.990e-01	-2.249	0.334	0.924	9.980e-01
SRSF3	-2.326	9.900e-01	-2.446	0.301	0.939	9.990e-01
SAP30	-3.220	9.994e-01	-2.768	0.367	0.941	9.991e-01
